,link_sp,product_info_id,group_product_name,product_code,product_name,short_description,product_info,specification_backup,non_vat_price_1,vat_price_1,commission_1
66,/opt/upload/kcs//input/mobile_images/2024/2/18/778/ghế massage daikiosan dkgm-00005.png,577867,ghế massage daikiosan,m&egd000205,ghế massage daikiosan dkgm-00005,"ghế massage daikiosan dkgm-00005 là dòng ghế massage được tích hợp các tính năng hiện đại, tổng hòa thông minh của các phương pháp massage con lăn, túi khí, nhiệt sưởi ấm… giúp giảm đau mỏi. đây đúng là điểm tựa cho sức khỏe để bạn tận hưởng từng phút giây thêm trọn vẹn.","• thiết kế tinh tế, tiết kiệm không gian. ghế massage toàn thân daikiosan dkgm00005 mang diện mạo sang trọng với những đường nét thiết kế tinh tế.

• con lăn 2d kết hợp massage rung hiện đại. daikiosan dkgm00005 ứng dụng công nghệ massage đỉnh cao giữa hệ thống tới 26 con lăn 2d được xoay cố định ở nhiều vị trí trên cơ thể và kết hợp với công nghệ rung massage ở phần mông giúp người dùng sẽ tận hưởng những chương trình massage vô cùng đặc biệt, xua tan mệt mỏi, giảm đau nhức hiệu quả.

• túi khí 5 cấp độ nén nhả chuyên sâu. siêu phẩm 2d này sở hữu tới 22 túi khí được bố trí khoa học luân phiên để kết hợp với con lăn tạo ra các chương trình massage vô cùng thông minh. các túi khí được làm bằng chất liệu tpu với đặc tính mềm mại, mát, thoáng khí… sẽ nén nhả nhịp nhàng để giúp mềm cơ, xoa dịu các vùng đau để tận hưởng những phút giây thư thái nhất.

• đa chương trình massage phù hợp mọi đối tượng. ghế massage daikiosan dkgm00005 sở hữu tới 3 thao tác massage mô phỏng bàn tay chuyên viên massage: xoa bóp, nhào, ấn.

• massage nhiệt ấm tại thắt lưng. bên cạnh sự kết hợp massage giữa con lăn và túi khí, daikiosan dkgm00005 còn tích hợp chức năng massage nhiệt sưởi ấm bằng sợi carbon tại 2 bên thắt lưng giúp giảm đau, hỗ trợ lưu thông tuần hoàn máu hiệu quả, nhất là người cao tuổi hay người hay ngồi nhiều như tài xế, dân văn phòng…

• tận hưởng massage thư giãn với âm nhạc. bạn sẽ được đắm chìm trong không gian thư giãn của chính mình khi vừa được massage chuyên sâu vừa được nghe những bản nhạc yêu thích chỉ với một bước kết nối bluetooth cực đơn giản.","• công suất: 120w
• kích thước sản phẩm (dài x rộng x cao): 155x74x110cm
• trọng lượng sản phẩm: 54 kg
• ứng dụng công nghệ:-công nghệ massage 2d-công nghệ thông minh ai 4.0-kết hợp các bài massage đông y
• chương trình massage: có 4 chương trình massage tự động
• động tác massage: có 3 động tác massage mô phỏng động tác của các chuyên gia massage: xoa bóp-nhào-ấn
• massage bằng nhiệt sưởi ấm: bằng sợi cacbon vị trí: thắt lưng
• massage không trọng lực (zero gravity): có-giúp giảm trọng lực tác động lên cơ thể để massage hiệu quả hơn
• con lăn: 26 con lăn bằng nhựa abs
• túi khí: 22 túi khí bằng tpu
• điều khiển: remote tay tiện lợi bằng tiếng việt
• chức năng nghe nhạc: loa nghe nhạc hiện đại kết nối bằng bluetooth
• chất liệu sản phẩm:-da bằng chất liệu pu cao cấp-khung định hình bằng thép không gỉ, phủ lớp chống oxy hóa-bộ vi mạnh điều khiển phủ lớp chống oxy hóa-motor lõi đồng chất lượng cao...
• tải trọng tối đa: 90 kg",11757100,12932810,117571
67,/opt/upload/kcs//input/mobile_images/2024/2/18/140/máy giặt aqua cửa trên-8kg aqw-ks80gt.s.png,571604,máy giặt,128003000001,máy giặt aqua cửa trên-8kg aqw-ks80gt.s,"máy giặt aqua được thiết kế màu bạc sang trọng, hiện đại. thiết kế bảng điều khiển nằm bên phải dễ thao tác, dễ lấy quần áo ra, đặc biệt hạn chế nước tiếp xúc với bo mạch, giúp tăng tuổi thọ máy.","máy giặt aqua được thiết kế màu bạc sang trọng, hiện đại. thiết kế bảng điều khiển nằm bên phải dễ thao tác, dễ lấy quần áo ra, đặc biệt hạn chế nước tiếp xúc với bo mạch, giúp tăng tuổi thọ máy.
máy giặt được trang bị nắp kính cường lực có thể chịu được những tác động mạnh bên ngoài, hạn chế trầy xước để máy giặt luôn như mới, an toàn khi đóng, mở nắp máy.
nhờ vào sự chuyển động tròn với tốc độ quay 775 vòng/phút của lồng giặt, quần áo của bạn sẽ được vắt khô nước trước khi đem phơi, tiết kiệm thời gian phơi quần áo.

đặc biệt chế độ này còn thích hợp cho những ngày mưa bão, ẩm ướt, giữ cho quần áo của bạn luôn được khô ráo, không bị ẩm và có mùi khó chịu.
máy giặt aqua 8 kg aqw-ks80gt s tích hợp sẵn 7 chương trình giặt, bao gồm: giặt tiêu chuẩn, giặt ngâm, giặt mạnh, giặt nhẹ, giặt nhanh, vắt và vắt cực khô, đáp ứng nhu cầu giặt cơ bản của gia đình. 
",cửa trên-lồng đứng khối lượng giặt: 8 kg kiểu động cơ: truyền động gián tiếp (dây curoa) tốc độ quay vắt tối đa: 775 vòng/ phút chất liệu lồng giặt: thép không gỉ chất liệu vỏ máy: kim loại sơn tĩnh điện chất liệu nắp máy: nhựa abs + kính thời gian bảo hành động cơ:2 năm hiệu suất sử dụng điện: 11.3 wh/kg mâm giặt kháng khuẩn abt bảng điều khiển: song ngữ anh-việt có nút nhấn khóa trẻ em tự khởi động lại khi có điện van sử dụng mực nước thấp cao 93 cm-ngang 52.7 cm-sâu 56.9 cm-nặng 30.1 kg,3875900,4263490,38759
68,/opt/upload/kcs//input/mobile_images/2024/2/17/245/bộ đèn năng lượng mặt trời suntek s100.png,577810,đèn năng lượng mặt trời,smden000048,"bộ đèn đường năng lượng mặt trời .model:s100,hiệu:suntek. 
bảo hành 2 năm","đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện. đèn đường năng lượng mặt trời suntek s100 có kiểu dáng thời trang, thiết kế hiện đại.","sử dụng chiếu sáng như đèn đường, đèn cột, đèn chiếu, đèn cho các khu công nghiệp, đèn sân vườn cho biệt thự, khu đất rộng, khu vườn, khu ao, vuông tôm…

đèn tích hợp bộ cảm biến ánh sáng, tự động sáng đèn khi trời tối và tắt đèn khi trời sáng. chế độ sáng thông minh khi ít điện hoặc mưa liên tục sẽ giảm điện tiêu thụ về đêm khuya để tiết kiệm điện. đèn đường năng lượng mặt trời suntek s100 có kiểu dáng thời trang, thiết kế hiện đại.

đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 1416h giờ đồng hồ. đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, công trình nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.

đèn đường năng lượng mặt trời suntek s100 có kiểu dáng thời trang, thiết kế hiện đại. đèn sử dụng bóng đèn led nên ánh sáng cho màu sắc chân thật và có độ bền rất cao, khả năng chiếu sáng liên tục lên đến 14-16h giờ đồng hồ. đây sẽ là sản phẩm thiết yếu đối với mỗi gia đình, công trình nhất là những nơi hay mất điện hoặc nhưng vị trí không thể hoặc khó để kéo nguồn điện.

ánh sáng tốt
-đèn đường năng lượng mặt trời suntek s100 sử dụng chip led có chế độ ánh sáng trắng đều, liên tục

nhiều công dụng
-thiết bị chiếu sáng không cần nguồn điện
-dễ dàng lắp đặt ở những vị trí không thể kéo nguồn điện
-không mất chi phí tiền điện

sạc pin bằng năng lượng mặt trời
-tích hợp chế độ sạc pin bằng năng lượng mặt trời

an toàn
-lớp chống thấp nước chuẩn ip65
-chống sét tvs
-sử dụng nguồn điện sạc là năng lượng mặt trời
-không phát nhiệt gây bỏng
-không mảnh vỡ thủy tinh

kiểu dáng
-kiểu dáng hiện đại, thời trang
-thân đèn được làm bằng hợp kim cao cấp, bóng đèn được làm bằng nhựa cao cấp
-thiết kế lịch lãm, sang trọng

dung lượng pin
-đèn led năng lượng mặt trời led solar 100w sử dụng pin sắt phốt phát(lifepo4)có dung lượng: 30.000mah

thời gian sử dụng
-thời gian sử dụng: 14h-16h","• công suất định mức: 100w
• bảng điều khiển năng lượng mặt trời: polycrystal 6v/20w
• nhiệt độ làm việc:-20c ~ 65c
• chế độ điều khiển: tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + có điều khiển từ xa.
• lớp chống thấm nước: ip-65
• chống sét: tvs
• thời gian chiếu sáng: 14-16h liên tục
• pin: 30.000mah lifepo4
• kích thước đèn: 22 x 5 x 50cm(dxrxc)
• kích thước tấm năng lượng mặt trời: 35 x 1.7 x 45cm (dxrxc)",966700,1063370,9667
69,/opt/upload/kcs//input/mobile_images/2024/2/18/553/tủ mát aqua 280l aqs-af400s v190.png,571606,thiết bị gia dụng,134001000001,tủ mát aqua 280l aqs-af400s v190,"tủ mát aqua 280 lít aqs-af400s có thiết kế nhỏ gọn, dung tích sử dụng 280 lít phù hợp cho các hàng quán nhỏ hay cửa hàng tiện lợi dùng để trưng bày thực phẩm, đồ uống. sở hữu công nghệ làm mát 360 độ giúp làm mát nhanh và đều thực phẩm, sử dụng đèn led tiết kiệm điện năng, cùng các tiện ích đi kèm thú vị khác.","thiết kế: tủ mát 1 cửa dáng đứng, kích cỡ nhỏ gọn phù hợp với nhu cầu bảo quản thực phẩm, đồ uống, trưng bày sản phẩm ở các cửa hàng tạp hóa, cửa hàng tiện lợi nhỏ.

chất liệu thân tủ: thép sơn tĩnh điện, hạn chế ăn mòn, bền bỉ với thời gian.

chất liệu lòng tủ: nhựa hips hạn chế vi khuẩn sinh sôi, cách điện, cách nhiệt tốt, bề mặt nhẵn bóng, dễ lau chùi. 

cửa tủ với chất liệu kính cường lực phủ lớp cách nhiệt low-e hạn chế quá trình trao đổi nhiệt giữa bên trong và bên ngoài tủ, tiết kiệm điện năng cho quá trình làm lạnh. 

dung tích sử dụng ngăn mát: 280 lít, khả năng làm mát từ 0-10 độ c.
công nghệ làm mát 360 độ giúp làm mát nhanh chóng và đồng đều thực phẩm trong tủ.

chất liệu dàn lạnh từ nhôm, hạn chế nguy cơ đóng tuyết và dễ dàng vệ sinh tủ.

sử dụng gas r600a làm lạnh nhanh, tiết kiệm 40% điện năng tiêu thụ, thân thiện với môi trường.

điện năng sử dụng được tối ưu nhờ sử dụng đèn led chiếu sáng, chỉ 1.94 kwh/ngày. ","dung tích tổng: 300 lít dung tích sử dụng: 280 lít-ngăn mát 280 lít công suất tiêu thụ theo tcvn: 1.94 kwh/ngày số cửa: 1 cửa số ngăn: 1 ngăn mát nhiệt độ ngăn mát (độ c): 0-10°c công nghệ tiết kiệm điện: không có công nghệ tích hợp: công nghệ làm mát đa chiều 360 độ chất liệu dàn lạnh: nhôm chất liệu lòng tủ: nhựa hips kháng khuẩn thân tủ: thép sơn tĩnh điện, viền cửa tủ: nhựa pvc kính cách nhiệt low-e kích thước, khối lượng: dài 60 cm-rộng 63 cm-cao 179.2 cm-nặng 55 kg loại gas: r600a độ ồn: 57 db",9156600,10072260,91566
70,/opt/upload/kcs//input/mobile_images/2024/2/17/965/ghế massage daikiosan dkgm-20002.png,577775,ghế massage daikiosan,m&egd000190,ghế massage daikiosan dkgm-20002,"ghế massage daikiosan dkgm-20002 được mệnh danh là “bậc thầy chăm sóc sức khỏe” với công nghệ massage 3d cùng phương pháp trị liệu đông y để tạo ra các chương trình massage giúp xua tan căng thẳng, mệt mỏi, giảm đau nhức hiệu quả.","• body scan-quét tự động cơ thể. chức năng này chỉ có trong các loại ghế massage cao cấp hiện nay. với hệ thống body scan, ghế massage tự động điều chỉnh để phù hợp với từng dáng người sử dụng để đảm bảo các con lăn chuyển động đúng với huyệt đạo, điểm đau nhức của từng người.

• công nghệ 3d mô phỏng thao tác massage chuẩn chuyên gia. ghế massage daikiosan dkgm20002 ứng dụng công nghệ massage 3d với hệ thống con lăn bọc silicon mềm mại, chuyển động linh hoạt theo không gian 3 chiều dài/rộng/sâu sẽ tác động sâu vào từng cơ xương khớp.

• có 5 công nghệ massage đỉnh cao. ghế massage daikiosan tích hợp tới 5 thao tác massage gồm: nhào, gõ, nhào & gõ, day, ấn mô phỏng các thao tác massage của các chuyên gia.

• 10 chương trình massage chuyên sâu. ghế massage daikiosan dkgm20002 có 10 chương trình massage tự động, giúp bạn tha hồ lựa chọn các chương trình massage theo ý thích, thời điểm.

• massage nhiệt carbon tại thắt lưng 3 cấp độ. ghế massage có chế độ sưởi ấm cơ thể bằng nhiệt carbon. nhiệt sưởi ấm được đặt thông minh tại vị trí thắt lưng, nhiệt sẽ tỏa nhanh và đều giúp hỗ trợ làm giãn các cơ khớp và làm giãn nở mạch máu, thúc đẩy quá trình lưu thông khí huyết, tăng cường chuyển hóa chất trong cơ thể.

• thả lỏng cơ thể với chế độ massage không trọng lực. không trọng lực hay còn gọi là zero gravity là chế độ được các nhà du hành vũ trụ sử dụng nhằm giảm áp lực lên cột sống và tim.

• điều khiển thông minh nhiều cách. sử dụng ghế massage bằng 3 cách tiện lợi: bàn phím nhanh trên chỗ để tay, remote tiện lợi và giọng nói tiếng việt.

• massage kết hợp âm nhạc đỉnh cao. ghế massage daikiosan dkgm20002 được trang bị loa nghe nhạc hiện đại kết nối bằng bluetooth. khi bạn ngồi trên ghế massage, âm nhạc sẽ kích thích não bộ thư giãn để đạt hiệu quả tối đa.","• công suất: 160 w
• điện áp: 220 v-50 hz
• kích thước sản phẩm ( dài x rộng x cao): 140 x 74,5 x 114 cm
• trọng lượng sản phẩm: 84 kg
• ứng dụng công nghệ:-công nghệ massage 3d-công nghệ thông minh ai 4.0-kết hợp các bài massage đông y
• chất liệu: da bằng chất liệu microfiber pu, nhựa cao cấp abs nguyên sinh, motor lõi đồng",26901800,29591980,269018
71,/opt/upload/kcs//input/mobile_images/2024/2/17/330/ghế massage makano mkgm-30002.png,577792,ghế massage daikiosan,m&egd000051,ghế massage makano mkgm-30002,"ghế matxa toàn thân makano mkgm-30002 là một sản phẩm tuyệt vời cho sức khỏe vì được áp dụng công nghệ massage 4d, công nghệ ai đỉnh cao và liệu pháp trị liệu đông y truyền thống đem đến một trải nghiệm những phút giây massage đẳng cấp, xua tan mệt mỏi, giảm mọi đau nhức trên cơ thể. ","• tự động định vị vị trí massage body scan là công nghệ xuất hiện ở các dòng ghế massage cao cấp, cho phép ghế quét toàn bộ cơ thể người dùng để hệ thống con lăn và túi khí tác động đúng vị trí massage mong muốn.

• có tới 10 chương trình massage tự động và 6 cấp độ điều chỉnh. ghế massage makano mkgm30002 được tích hợp 10 chương trình massage tự động sẽ đem đến sự tiện lợi tối đa khi bạn chỉ cần chọn chương trình yêu thích và tận hưởng cảm giác thư giãn trọn vẹn.

• công nghệ mô phỏng thao tác tay của chuyên gia trị liệu. người dùng sẽ cảm nhận rõ 5 động tác massage mô phỏng thao tác của các chuyên gia trị liệu: nhào, gõ, nhào và gõ, day, ấn.

• công nghệ massage chuyên sâu 4d đỉnh cao. ghế massage makano dkgm30002 ứng dụng công nghệ massage 4d tân tiến kết hợp với 4 con lăn di chuyển theo không gian bốn chiều ở thanh thao tác và 10 bộ con lăn ở hai chân sẽ tác động sâu đến từng vị trí trên cơ thể.

• hệ thống túi khí chất lượng cao. ghế massage makano mkgm30002 được trang bị 44 túi khí cấu tạo từ chất liệu tpu, có thể tùy chỉnh 6 cường độ từ mạnh đến nhẹ tùy theo nhu cầu sử dụng.

• công nghệ sưởi ấm bằng nhiệt sợi carbon hiện đại. với ghế massage makano mkgm30002, người dùng sẽ có 3 cấp độ sưởi ở vị trí thắt lưng.

• massage không trọng lực giảm sức ép cho cột sống và tim. công nghệ massage không trọng lực sẽ đem lại cho người dùng cảm giác thư thái như đang du hành trong không gian vũ trụ.

• điều khiển bằng giọng nói siêu tiện lợi. ghế massage dùng trí tuệ nhân tạo cho phép người dùng sử dụng giọng nói tiếng việt, tích hợp bảng điều khiển thông minh trên màn hình lcd hiển thị đầy đủ thông số khi người sử dụng kích hoạt chương trình mát xa trên hệ thống đã được lập trình sẵn.","• công suất: 200 w
• kích thước sản phẩm (dài x rộng x cao): 146*83*113cm
• trọng lượng sản phẩm: 105 kg
• công nghệ: + công nghệ massage 4d đỉnh cao + công nghệ thông minh ai 4.0 + kết hợp các bài massage đông y
• scan cơ thể: có-để điều chỉnh vị trí massage phù hợp từng người
• chương trình massage: có 10 chương trình massage tự động
• động tác massage: có 5 động tác massage mô phỏng động tác của các chuyên gia massage
• khả năng con lăn mở rộng: 8.5cm (+/-5%) để chạm đến các phần cong của cơ thể
• con lăn: con lăn bằng silicon với 6 cấp độ điều chỉnh từ nhẹ tới mạnh
• túi khí: túi khí bằng tpu với 6 cường độ điều chỉnh từ nhẹ tới mạnh
• dây ray: sl 130cm
• điều khiển: bàn phím nhanh chỗ để tay-remote tiện lợi bằng tiếng việt-bằng giọng nói tiếng việt
• chức năng nghe nhạc: loa nghe nhạc hiện đại kết nối bằng bluetooth
• cổng sạc: có-giúp sạc điện thoại tiện lợi
• chất liệu sản phẩm: + da bằng chất liệu microfiber pu đẳng cấp + nhựa cao cấp abs nguyên sinh 4 lớp với lớp sơn bóng bảo vệ chống trầy xước + khung định hình bằng thép không gỉ, phủ lớp chống oxy hóa + bộ vi mạnh điều khiển phủ lớp chống oxy hóa + motor lõi đồng chất lượng cao...
• tải trọng tối đa: 100 kg",38110900,41921990,381109
72,/opt/upload/kcs//input/mobile_images/2024/2/18/386/nồi chiên không dầu kalite steam 7.png,577839,nồi chiên không dầu,m&egd000163,nôì chiên không dầu kalite steam 7 7 lít,"nồi chiên hơi nước kalite steam 7 là sự kết hợp đột phá công nghệ chiên không dầu rapid air kết hợp hấp siêu nhiệt steam active, giúp bạn chế biến mọi món ăn dinh dưỡng hơn, thơm ngon hơn và tiết kiệm thời gian tối ưu.","nồi chiên không dầu kalite steam 7 7 lít sở hữu 2 chức năng: chiên nướng và hấp, có dung tích sử dụng 6.2 lít, công nghệ làm nóng rapid air, 6 chương trình nấu ăn cài đặt sẵn,... là sản phẩm đa năng giúp bạn chế biến nhiều món ngon cho gia đình.

-đa chức năng sử dụng: chiên không dầu, hấp, chiên kết hợp hấp.

-dung tích sử dụng 6.2 lít, chiên/hấp được gà nguyên con khoảng 1.5 kg.

-công suất chiên 1700w, công suất hấp 900w giúp nấu nướng nhanh, tiết kiệm thời gian.

-công nghệ làm nóng tiên tiến rapid air, giúp chiên nướng thực phẩm không cần dầu (hoặc dùng rất ít) mà vẫn cho ra món ăn thơm ngon hấp dẫn.

-nhiệt độ nồi có thể điều chỉnh từ 80-200°c, thời gian hẹn giờ từ 0-60 phút.

-vỏ ngoài làm bằng inox 304 và nhựa pp, bền đẹp, an toàn, dễ vệ sinh.

-lòng nồi bằng inox 304 phủ lớp chống dính, bền bỉ, nấu ăn an toàn và dễ chùi rửa sau khi nấu nướng.

-trang bị bảng điều khiển cảm ứng có màn hình hiển thị, dễ dàng quan sát và điều chỉnh các chế độ nấu.

-sản phẩm nồi chiên không dầu kết hợp hấp này có 6 chương trình nấu cài đặt sẵn, bao gồm: gà, rau củ, bò bít tết, khoai tây chiên, pizza, cá.

-có chế độ vệ sinh máy sau khi sử dụng, hỗ trợ người dùng chùi rửa nồi thuận tiện hơn.

-trang bị quạt đối lưu, đưa luồng khí nóng đi khắp khoang nồi, chế biến thực phẩm chín đều các mặt.

-dung tích bình chứa nước: 1 lít.","• thương hiệu: kalite
• dung tích tổng: 7 lít
• dung tích sử dụng: 6.2 lít
• công suất: chiên 1700w-hấp 900w
• nhiệt độ: 80-200°c
• hẹn giờ: 0-60 phút
• chất liệu: vỏ inox 304 và nhựa pp; lòng nồi bằng inox 304 phủ lớp chống dính
• bảng điều khiển: cảm ứng có màn hình hiển thị
• công nghệ làm nóng: rapid air
• chức năng nấu: chiên, nướng, hấp thực phẩm
• tiện ích: + tự ngắt khi quá nhiệt + 6 chương trình nấu ăn cài đặt sẵn + quạt đối lưu + có chức năng hấp
• phụ kiện đi kèm: vỉ tách dầu",2505100,2755610,25051
73,/opt/upload/kcs//input/mobile_images/2024/2/17/541/ghế massage makano mkgm-0001d.png,577794,ghế massage daikiosan,m&egd000216,ghế massage makano mkgm-0001d,"ghế massage toàn thân makano mkgm-0001d sở hữu chất liệu thân hoàn toàn từ da pu cao cấp kết hợp cùng nhựa abs mang lại cho người dùng sự tiện lợi, nhanh chóng mỗi khi vệ sinh.","• khung thép không gỉ chắc chắn với thiết kế sang trọng, cao cấp. ghế massage toàn thân makano mkgm0001d sở hữu chất liệu thân hoàn toàn từ da pu cao cấp kết hợp cùng nhựa abs mang lại cho người dùng sự tiện lợi, nhanh chóng mỗi khi vệ sinh. ngoài ra, với thiết kế từ 2 màu chủ đạo là đen và nâu kem còn tạo nên vẻ ngoài đầy sang trọng và đẳng cấp hơn cho ghế.

• giảm đau hiệu quả nhờ con lăn 2d kết hợp xoa bóp đông y. ghế massage makano mkgm0001d sở hữu bộ con lăn 2d hoạt động đa chiều kết hợp phân bổ đều toàn thân: đầu (2 con), vai (2 con), lưng (2 con), thắt lưng (2 con), chân (6 con). công nghệ con lăn hiện đại kết hợp cùng các phương pháp massage đông y (nhào, lăn, tuina) giúp cho các thao tác massage được mượt mà, mềm mại đem lại sự xoa dịu toàn cơ thể, xua tan mệt mỏi sau một ngày dài.

• thư giãn tuyệt đối với chế độ massage không trọng lực. massage không trọng lực (zero gravity) là một trong những điểm nổi bật và ưu việt của ghế massage toàn thân makano mkgm0001d. ở chế độ này, ghế sẽ tự tiến hành ngã ngửa về sau tạo cảm giác như bạn đang bay lơ lửng trên không trung.

• massage chuyên sâu với hệ thống 20 túi khí trên ghế massage. ghế massage daikiosan mkgm0001d trang bị chức năng massage áp lực không khí với hệ thống 22 túi khí, đặt tại những vị trí như: đầu, vai, tay, mông, bắp chân.

• xoa dịu cơn đau thắt lưng với tính năng massage nhiệt. massage nhiệt là 1 trong những điểm cộng lớn để khách hàng chọn mua makano mkgm0001d. bởi phương pháp này sẽ giúp hỗ trợ bạn giảm đau lưng, đau ở các vùng thoát vị đĩa đệm nhanh chóng thông qua việc đốt nóng các sợi carbon được tích hợp tại vị trí lưng.

• tích hợp màn hình lcd hiện đại, thông minh. ghế massage makano mkgm0001d được trang bị màn hình lcd cảm ứng hoàn toàn được việt hóa hiện đại.","• công suất: 90w
• tải trọng tối đa: 90 kg
• trục massage: massage điểm cố định
• chương trình hoạt động: massage nhào, massage tuina, massage thư giãn, mạnh mẽ, không trọng lực, ru ngủ
• thời gian sử dụng tối đa: 30 phút
• vị trí túi khí: tay, bắp chân, đầu, vai, mông
• con lăn massage: con lăn massage 2d
• kỹ thuật massage: nhào lăn massage tuina
• chức năng: massage bằng con lăn massage không trọng lực, massage áp lực không khí, massage nhiệt •tiện ích: nghe nhạc qua bluetooth
• bảng điều khiển: điều khiển bằng tiếng việt
• màn hình: lcd cảm ứng
• chất liệu ghế: da pu, thép không gỉ
• kích thước khi ngả ghế: dài 163 cm-ngang 73 cm-cao 95 cm
• kích thước khi đứng ghế: dài 112 cm-ngang 73 cm-cao 106 cm
• khối lượng: 56 kg",12554200,13809620,125542
74,/opt/upload/kcs//input/mobile_images/2024/2/17/435/đèn năng lượng mặt trời  rời thể 1 pha 100w.png,577779,đèn năng lượng mặt trời,smden000077,đèn nlmt rời thể 1 pha 100w (nhôm),"đèn nlmt rời thể 1 pha 100w (nhôm) có kiểu dáng gọn nhẹ, độ thẩm mĩ cao, dễ dàng lắp đặt.","• đèn nlmt rời thể 1 pha 100w (nhôm) có kiểu dáng gọn nhẹ, độ thẩm mĩ cao, dễ dàng lắp đặt.

• đèn sử dụng bóng đèn led, ánh sáng phát ra không chứa các tia tử ngoại, tia cực tím, an toàn cho môi trường và con người.

• đèn năng lượng mặt trời có công suất chiếu sáng khá cao, có thể thay thế cho các bóng đèn thông thường mà không phải tốn phí thanh toán hóa đơn tiền điện mỗi tháng.

• đèn pha năng lượng thường dùng làm đèn chiếu sân vườn, nhà xưởng hay đèn chiếu vách biệt thự, đèn chiếu cổng, đèn chiếu bảng hiệu….","• công suất định mức: 100w
• kích thước thân đèn: 315mm * 265mm * 70mm
• kích thước bảng điều khiển: 530mm x 350 mm* 17mm
• bảng điều khiển: bảng điều khiển năng lượng mặt trời đa tinh thể 6v / 25w
• loại pin: lithium iron phosphate 32650 / 3.2v 20000mah
• diện tích sử dụng đề xuất: 100m2 – 200m2
• cấu hình sản phẩm: khung lắp hình chữ u, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp
• thời gian chiếu sáng: 12h
• thời gian sạc: 6-8h
• tiêu chuẩn bảo vệ chống nước: ip67
• nhiệt độ màu: 6.500k led
• loại mắt: smd 5730-230pcs
• chức năng sản phẩm: cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",792600,871860,7926
75,/opt/upload/kcs//input/mobile_images/2024/2/17/612/đèn năng lượng mặt trời  bàn chải rời thể 300w.png,577797,đèn năng lượng mặt trời,smden000075,đèn nlmt bàn chải rời thể 300w (nhôm),đèn nlmt bàn chải rời thể 300w là thiết bị đèn cao cấp giúp quý khách hàng tiết kiệm được rất nhiều chi phí tiền điện mỗi tháng.,"• đèn nlmt bàn chải rời thể 300w là thiết bị đèn cao cấp giúp quý khách hàng tiết kiệm được rất nhiều chi phí tiền điện mỗi tháng.

• đèn sử dụng bóng đèn led, ánh sáng phát ra không chứa các tia tử ngoại, tia cực tím, an toàn cho môi trường và con người.","• công suất định mức: 300w
• kích thước thân đèn: 495mm * 210mm * 70mm
• bảng điều khiển: bảng điều khiển nlmt đa tinh thể 6v / 25w
• loại pin: lithium sắt phosphate 32650 / 3.2v 25000mah
• diện tích sử dụng đề xuất: 200m2 – 300m2
• cấu hình sản phẩm: điều khiển từ xa, cáp chống thấm 1,2m, vít lắp, cán đèn, cột đèn, khung bảng quang điện
• thời gian chiếu sáng: 12 giờ
• thời gian sạc: 6-8 giờ
• tiêu chuẩn bảo vệ chống nước: ip67
• nhiệt độ màu: 6.500k
• led loại mắt: smd 5730-360pcs
• chức năng sản phẩm: cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.",1042200,1146420,10422
